STEP	C1	C2	C3	C4	C5	C6	C7	C8	
70	4.9	1.3	5.0	4.6	0.8	0.8	0.8	0.8	
71	4.8	1.3	4.8	4.5	0.8	0.8	0.8	0.8	
72	4.8	1.3	4.8	4.5	0.8	0.8	0.8	0.8	
73	4.8	1.3	4.7	5.0	0.8	0.8	0.8	0.8	
74	4.8	1.3	4.7	5.0	0.8	0.8	0.8	0.8	
75	4.8	1.3	4.7	5.0	0.8	0.8	0.8	0.8	
76	4.7	1.3	4.7	4.8	0.8	0.8	0.8	0.8	
77	5.0	1.3	4.7	4.8	0.8	0.8	0.8	0.8	
78	4.9	1.3	4.6	4.7	0.8	0.8	0.8	0.8	
79	5.0	1.3	4.6	4.7	0.8	0.8	0.8	0.8	
80	4.9	1.3	4.4	4.9	0.8	0.8	0.8	0.8	
81	5.0	1.3	4.4	5.0	0.8	0.8	0.8	0.8	
82	4.9	1.3	4.3	4.9	0.8	0.8	0.8	0.8	
83	4.8	1.3	4.3	5.0	0.8	0.8	0.8	0.8	
84	4.7	1.3	5.0	4.9	0.8	0.8	0.8	0.8	
85	5.0	1.3	5.0	4.9	0.8	0.8	0.8	0.8	
86	4.9	1.3	5.0	4.7	0.8	0.8	0.8	0.8	
87	5.0	1.3	5.0	4.7	0.8	0.8	0.8	0.8	
88	5.0	1.3	4.9	4.7	0.8	0.8	0.8	0.8	
89	4.9	1.3	4.8	4.6	0.8	0.8	0.8	0.8	
90	4.8	1.3	4.7	4.5	0.8	0.8	0.8	0.8	
91	4.8	1.3	4.6	5.0	0.8	0.8	0.8	0.8	
92	4.8	1.3	4.5	5.0	0.8	0.8	0.8	0.8	
93	4.8	1.3	4.5	5.0	0.8	0.8	0.8	0.8	
94	4.7	1.3	4.5	5.0	0.8	0.8	0.8	0.8	
95	4.9	1.3	4.5	4.9	0.8	0.8	0.8	0.8	
