STEP	C1	C2	C3	C4	C5	C6	C7	C8	
39	0.8	4.8	4.7	1.3	3.5	0.8	0.8	0.8	
40	0.8	4.6	4.5	1.3	3.3	0.8	0.8	0.8	
41	0.8	4.6	4.5	1.3	3.3	0.8	0.8	0.8	
42	0.8	4.5	4.3	1.3	4.3	0.8	0.8	0.8	
43	0.8	4.4	4.2	1.3	5.0	0.8	0.8	0.8	
44	0.8	4.3	4.1	1.3	4.9	0.8	0.8	0.8	
45	0.8	5.0	5.0	1.3	4.8	0.8	0.8	0.8	
46	0.8	4.9	4.9	1.3	4.8	0.8	0.8	0.8	
47	0.8	4.8	4.9	1.3	4.8	0.8	0.8	0.8	
48	0.8	4.8	4.9	1.3	4.8	0.8	0.8	0.8	
49	0.8	4.8	5.0	1.3	4.8	0.8	0.8	0.8	
50	0.8	4.8	5.0	1.3	4.8	0.8	0.8	0.8	
51	0.8	4.8	5.0	1.3	4.8	0.8	0.8	0.8	
52	0.8	4.8	5.0	1.3	4.7	0.8	0.8	0.8	
53	0.8	4.8	5.0	1.3	4.6	0.8	0.8	0.8	
54	0.8	4.7	4.9	1.3	4.5	0.8	0.8	0.8	
55	0.8	4.7	4.9	1.3	4.5	0.8	0.8	0.8	
56	0.8	4.9	4.6	1.3	4.5	0.8	0.8	0.8	
57	0.8	4.8	4.6	1.3	4.4	0.8	0.8	0.8	
58	0.8	4.8	4.5	1.3	5.0	0.8	0.8	0.8	
59	0.8	4.8	4.5	1.3	5.0	0.8	0.8	0.8	
60	0.8	4.8	4.5	1.3	5.0	0.8	0.8	0.8	
61	0.8	4.8	4.4	1.3	5.0	0.8	0.8	0.8	
62	0.8	5.0	4.4	1.3	4.9	0.8	0.8	0.8	
63	0.8	4.8	4.3	1.3	4.8	0.8	0.8	0.8	
64	0.8	4.7	4.2	1.3	4.6	0.8	0.8	0.8	
65	0.8	4.6	4.1	1.3	4.5	0.8	0.8	0.8	
66	0.7	5.0	4.0	1.3	4.5	0.8	0.8	0.8	
67	0.7	4.9	5.0	1.3	4.4	0.8	0.8	0.8	
68	0.7	4.9	5.0	1.3	4.3	0.8	0.8	0.8	
69	0.7	4.9	5.0	1.3	4.3	0.8	0.8	0.8	
70	0.7	4.9	5.0	1.3	4.3	0.8	0.8	0.8	
71	0.7	4.9	5.0	1.3	4.3	0.8	0.8	0.8	
72	0.7	4.9	5.0	1.3	4.3	0.8	0.8	0.8	
73	0.7	4.8	4.9	1.3	4.2	0.8	0.8	0.8	
74	0.7	4.6	4.7	1.3	4.0	0.8	0.8	0.8	
75	0.7	4.5	4.6	1.3	5.0	0.8	0.8	0.8	
76	0.7	4.9	5.0	1.3	4.9	0.8	0.8	0.8	
77	0.7	4.8	5.0	1.3	4.9	0.8	0.8	0.8	
78	0.7	4.8	5.0	1.3	4.9	0.8	0.8	0.8	
79	0.7	4.8	5.0	1.3	4.9	0.8	0.8	0.8	
80	0.7	4.8	5.0	1.3	4.9	0.8	0.8	0.8	
81	0.7	4.7	4.9	1.3	4.8	0.8	0.8	0.8	
82	0.7	4.7	4.9	1.3	4.8	0.8	0.8	0.8	
83	0.7	4.6	4.9	1.3	4.6	0.8	0.8	0.8	
84	0.7	4.4	4.7	1.3	4.4	0.8	0.8	0.8	
85	0.7	4.4	4.7	1.3	4.3	0.8	0.8	0.8	
86	0.7	4.9	5.0	1.3	4.2	0.8	0.8	0.8	
87	0.7	4.8	5.0	1.3	4.2	0.8	0.8	0.8	
88	0.7	4.8	5.0	1.3	4.2	0.8	0.8	0.8	
89	0.7	4.7	4.9	1.3	4.1	0.8	0.8	0.8	
90	0.7	4.7	4.8	1.3	4.1	0.8	0.8	0.8	
91	0.7	4.6	4.7	1.3	5.0	0.8	0.8	0.8	
92	0.7	4.5	4.6	1.3	4.9	0.8	0.8	0.8	
93	0.7	4.5	4.5	1.3	4.8	0.8	0.8	0.8	
94	0.7	4.3	4.4	1.3	4.6	0.8	0.8	0.8	
95	0.7	4.2	4.3	1.3	4.6	0.8	0.8	0.8	
