STEP	C1	C2	C3	C4	C5	C6	C7	C8	
39	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
40	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
41	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
42	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
43	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
44	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
45	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
46	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
47	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
48	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
49	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
50	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
51	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
52	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
53	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
54	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
55	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
56	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
57	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
58	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
59	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
60	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
61	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
62	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
63	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
64	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
65	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
66	0.9	0.9	0.9	0.9	0.9	1.0	5.0	1.3	
67	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
68	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
69	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
70	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
71	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
72	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
73	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
74	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
75	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
76	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
77	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
78	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
79	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
80	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
81	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
82	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
83	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
84	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
85	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
86	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
87	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
88	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
89	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
90	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
91	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
92	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
93	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
94	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
95	0.9	0.9	0.9	0.9	0.9	1.0	4.9	1.3	
