STEP	C1	C2	C3	C4	C5	C6	C7	C8	
35	1.0	1.0	1.0	1.0	1.3	5.0	2.3	2.3	
36	1.0	1.0	1.0	1.0	1.3	4.9	2.2	2.2	
37	1.0	1.0	1.0	1.0	1.3	4.9	2.2	2.2	
38	1.0	1.0	1.0	1.0	1.3	4.9	2.2	2.2	
39	1.0	1.0	1.0	1.0	1.3	5.0	2.2	2.2	
40	1.0	1.0	1.0	1.0	1.3	5.0	3.2	2.2	
41	1.0	1.0	1.0	1.0	1.3	5.0	3.2	2.1	
42	1.0	1.0	1.0	1.0	1.3	4.9	3.1	2.0	
43	1.0	1.0	1.0	1.0	1.3	4.9	3.1	2.0	
44	1.0	1.0	1.0	1.0	1.3	4.9	3.1	2.0	
45	1.0	1.0	1.0	1.0	1.3	5.0	3.1	2.0	
46	1.0	1.0	1.0	1.0	1.3	4.9	3.0	3.0	
47	1.0	1.0	1.0	1.0	1.3	4.8	2.9	2.9	
48	1.0	1.0	1.0	1.0	1.3	4.7	2.9	2.9	
49	1.0	1.0	1.0	1.0	1.3	4.7	2.9	2.9	
50	1.0	1.0	1.0	1.0	1.3	5.0	2.9	2.8	
51	1.0	1.0	1.0	1.0	1.3	5.0	2.9	2.8	
52	1.0	1.0	1.0	1.0	1.3	5.0	2.9	2.8	
53	1.0	1.0	1.0	1.0	1.3	4.9	2.8	2.7	
54	1.0	1.0	1.0	1.0	1.3	4.8	2.7	2.6	
55	1.0	1.0	1.0	1.0	1.3	4.8	2.7	2.6	
56	1.0	1.0	1.0	1.0	1.3	5.0	2.7	2.6	
57	1.0	1.0	1.0	1.0	1.3	5.0	2.7	2.6	
58	1.0	1.0	1.0	1.0	1.3	5.0	2.7	2.6	
59	1.0	1.0	1.0	1.0	1.3	4.9	3.6	2.5	
60	1.0	1.0	1.0	1.0	1.3	4.9	3.6	2.4	
61	1.0	1.0	1.0	1.0	1.3	4.9	3.5	2.4	
62	1.0	1.0	1.0	1.0	1.3	5.0	3.5	2.4	
63	1.0	1.0	1.0	1.0	1.3	5.0	3.5	2.4	
64	1.0	1.0	1.0	1.0	1.3	5.0	3.5	2.4	
65	1.0	1.0	1.0	1.0	1.3	4.8	3.4	3.3	
66	1.0	1.0	1.0	1.0	1.3	4.8	3.3	3.3	
67	1.0	1.0	1.0	1.0	1.3	5.0	3.3	3.3	
68	1.0	1.0	1.0	1.0	1.3	5.0	3.3	3.3	
69	1.0	1.0	1.0	1.0	1.3	5.0	3.3	3.2	
70	1.0	1.0	1.0	1.0	1.3	4.9	3.3	3.2	
71	1.0	1.0	1.0	1.0	1.3	4.9	3.2	3.1	
72	1.0	1.0	1.0	1.0	1.3	4.9	3.2	3.1	
73	1.0	1.0	1.0	1.0	1.3	5.0	3.2	3.1	
74	1.0	1.0	1.0	1.0	1.3	5.0	3.2	3.1	
75	1.0	1.0	1.0	1.0	1.3	5.0	3.2	3.1	
76	1.0	1.0	1.0	1.0	1.3	4.9	3.1	3.0	
77	1.0	1.0	1.0	1.0	1.3	4.9	3.1	3.0	
78	1.0	1.0	1.0	1.0	1.3	4.9	4.1	3.0	
79	1.0	1.0	1.0	1.0	1.3	5.0	4.1	2.9	
80	1.0	1.0	1.0	1.0	1.3	5.0	4.0	2.9	
81	1.0	1.0	1.0	1.0	1.3	4.9	4.0	2.9	
82	1.0	1.0	1.0	1.0	1.3	4.8	3.8	2.8	
83	1.0	1.0	1.0	1.0	1.3	4.8	3.8	2.8	
84	1.0	1.0	1.0	1.0	1.3	5.0	3.7	3.7	
85	1.0	1.0	1.0	1.0	1.3	5.0	3.7	3.7	
86	1.0	1.0	1.0	1.0	1.3	4.9	3.7	3.6	
87	1.0	1.0	1.0	1.0	1.3	4.8	3.6	3.6	
88	1.0	1.0	1.0	1.0	1.3	4.8	3.6	3.6	
89	1.0	1.0	1.0	1.0	1.3	4.8	3.6	3.6	
90	1.0	1.0	1.0	1.0	1.3	5.0	3.6	3.5	
91	1.0	1.0	1.0	1.0	1.3	5.0	3.6	3.5	
92	1.0	1.0	1.0	1.0	1.3	5.0	3.6	3.5	
93	1.0	1.0	1.0	1.0	1.3	4.9	3.5	3.5	
94	1.0	1.0	1.0	1.0	1.3	4.9	3.5	3.5	
95	1.0	1.0	1.0	1.0	1.3	5.0	3.5	3.5	
96	1.0	1.0	1.0	1.0	1.3	5.0	3.5	3.4	
97	1.0	1.0	1.0	1.0	1.3	5.0	4.5	3.3	
98	1.0	1.0	1.0	1.0	1.3	4.9	4.4	3.3	
99	1.0	1.0	1.0	1.0	1.3	4.9	4.4	3.3	
100	1.0	1.0	1.0	1.0	1.3	4.9	4.4	3.3	
101	1.0	1.0	1.0	1.0	1.3	5.0	4.4	3.2	
102	1.0	1.0	1.0	1.0	1.3	5.0	4.4	3.2	
103	1.0	1.0	1.0	1.0	1.3	4.9	4.3	4.2	
104	1.0	1.0	1.0	1.0	1.3	4.8	4.2	4.2	
105	1.0	1.0	1.0	1.0	1.3	4.7	4.2	4.1	
106	1.0	1.0	1.0	1.0	1.3	4.7	4.2	4.1	
107	1.0	1.0	1.0	1.0	1.3	5.0	4.2	4.0	
108	1.0	1.0	1.0	1.0	1.3	5.0	4.2	4.0	
109	1.0	1.0	1.0	1.0	1.3	5.0	4.2	4.0	
110	1.0	1.0	1.0	1.0	1.3	4.9	4.1	4.0	
111	1.0	1.0	1.0	1.0	1.3	4.8	4.0	3.9	
112	1.0	1.0	1.0	1.0	1.3	4.8	4.0	3.9	
113	1.0	1.0	1.0	1.0	1.3	5.0	4.0	3.8	
114	1.0	1.0	1.0	1.0	1.3	5.0	4.0	3.8	
115	1.0	1.0	1.0	1.0	1.3	4.9	3.9	3.8	
116	1.0	1.0	1.0	1.0	1.3	4.9	4.9	3.7	
117	1.0	1.0	1.0	1.0	1.3	4.9	4.8	3.7	
118	1.0	1.0	1.0	1.0	1.3	5.0	4.8	3.6	
119	1.0	1.0	1.0	1.0	1.3	5.0	4.8	3.6	
120	1.0	1.0	1.0	1.0	1.3	5.0	4.8	3.6	
121	1.0	1.0	1.0	1.0	1.3	4.9	4.7	3.6	
122	1.0	1.0	1.0	1.0	1.3	4.8	4.6	4.6	
123	1.0	1.0	1.0	1.0	1.3	4.7	4.6	4.6	
124	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.5	
125	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.5	
126	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.5	
127	1.0	1.0	1.0	1.0	1.3	4.9	4.5	4.5	
128	1.0	1.0	1.0	1.0	1.3	4.9	4.5	4.5	
129	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.5	
130	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.4	
131	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.4	
132	1.0	1.0	1.0	1.0	1.3	4.9	4.4	4.4	
133	1.0	1.0	1.0	1.0	1.3	4.9	4.4	4.4	
134	1.0	1.0	1.0	1.0	1.3	4.9	4.4	4.4	
135	1.0	1.0	1.0	1.0	1.3	5.0	5.0	4.2	
136	1.0	1.0	1.0	1.0	1.3	5.0	4.9	4.2	
137	1.0	1.0	1.0	1.0	1.3	5.0	4.9	4.2	
138	1.0	1.0	1.0	1.0	1.3	4.9	4.8	4.2	
139	1.0	1.0	1.0	1.0	1.3	4.8	4.7	4.1	
140	1.0	1.0	1.0	1.0	1.3	4.7	4.7	5.0	
141	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.9	
142	1.0	1.0	1.0	1.0	1.3	4.9	4.6	4.9	
143	1.0	1.0	1.0	1.0	1.3	4.8	4.5	4.8	
144	1.0	1.0	1.0	1.0	1.3	4.8	4.5	4.8	
145	1.0	1.0	1.0	1.0	1.3	4.8	4.5	4.8	
146	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.7	
147	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.7	
148	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.7	
149	1.0	1.0	1.0	1.0	1.3	4.9	4.5	4.7	
150	1.0	1.0	1.0	1.0	1.3	4.9	4.4	4.7	
151	1.0	1.0	1.0	1.0	1.3	4.9	4.4	4.7	
152	1.0	1.0	1.0	1.0	1.3	5.0	4.4	4.6	
153	1.0	1.0	1.0	1.0	1.3	5.0	4.4	4.6	
154	1.0	1.0	1.0	1.0	1.3	5.0	5.0	4.5	
155	1.0	1.0	1.0	1.0	1.3	4.9	4.9	4.5	
156	1.0	1.0	1.0	1.0	1.3	4.9	4.9	4.5	
157	1.0	1.0	1.0	1.0	1.3	4.9	4.9	4.5	
158	1.0	1.0	1.0	1.0	1.3	5.0	4.9	4.4	
159	1.0	1.0	1.0	1.0	1.3	4.9	4.8	5.0	
160	1.0	1.0	1.0	1.0	1.3	4.8	4.8	5.0	
161	1.0	1.0	1.0	1.0	1.3	4.7	4.7	5.0	
162	1.0	1.0	1.0	1.0	1.3	4.7	4.7	4.9	
163	1.0	1.0	1.0	1.0	1.3	5.0	4.7	4.9	
164	1.0	1.0	1.0	1.0	1.3	5.0	4.7	4.8	
165	1.0	1.0	1.0	1.0	1.3	5.0	4.7	4.8	
166	1.0	1.0	1.0	1.0	1.3	4.9	4.6	4.8	
167	1.0	1.0	1.0	1.0	1.3	4.8	4.5	4.7	
168	1.0	1.0	1.0	1.0	1.3	4.8	4.5	4.7	
169	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.6	
170	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.6	
171	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.6	
172	1.0	1.0	1.0	1.0	1.3	4.9	5.0	4.5	
173	1.0	1.0	1.0	1.0	1.3	4.9	5.0	4.5	
174	1.0	1.0	1.0	1.0	1.3	5.0	4.9	4.4	
175	1.0	1.0	1.0	1.0	1.3	5.0	4.9	4.4	
176	1.0	1.0	1.0	1.0	1.3	5.0	4.9	4.4	
177	1.0	1.0	1.0	1.0	1.3	4.9	4.8	4.4	
178	1.0	1.0	1.0	1.0	1.3	4.8	4.7	5.0	
179	1.0	1.0	1.0	1.0	1.3	4.8	4.7	5.0	
180	1.0	1.0	1.0	1.0	1.3	5.0	4.7	4.9	
181	1.0	1.0	1.0	1.0	1.3	5.0	4.7	4.9	
182	1.0	1.0	1.0	1.0	1.3	5.0	4.7	4.9	
183	1.0	1.0	1.0	1.0	1.3	4.9	4.6	4.9	
184	1.0	1.0	1.0	1.0	1.3	4.9	4.6	4.9	
185	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.8	
186	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.8	
187	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.8	
188	1.0	1.0	1.0	1.0	1.3	4.9	4.5	4.8	
189	1.0	1.0	1.0	1.0	1.3	4.9	4.5	4.8	
190	1.0	1.0	1.0	1.0	1.3	4.9	4.5	4.8	
191	1.0	1.0	1.0	1.0	1.3	5.0	5.0	4.7	
192	1.0	1.0	1.0	1.0	1.3	5.0	4.9	4.7	
193	1.0	1.0	1.0	1.0	1.3	5.0	4.9	4.7	
194	1.0	1.0	1.0	1.0	1.3	4.9	4.8	4.7	
195	1.0	1.0	1.0	1.0	1.3	4.8	4.7	4.6	
196	1.0	1.0	1.0	1.0	1.3	4.8	4.7	5.0	
197	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.9	
198	1.0	1.0	1.0	1.0	1.3	4.9	4.6	4.8	
199	1.0	1.0	1.0	1.0	1.3	4.9	4.6	4.8	
200	1.0	1.0	1.0	1.0	1.3	4.8	4.5	4.8	
201	1.0	1.0	1.0	1.0	1.3	4.8	4.5	4.8	
202	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.7	
203	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.7	
204	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.7	
205	1.0	1.0	1.0	1.0	1.3	4.9	4.4	4.7	
206	1.0	1.0	1.0	1.0	1.3	4.9	4.4	4.7	
207	1.0	1.0	1.0	1.0	1.3	4.9	4.4	4.7	
208	1.0	1.0	1.0	1.0	1.3	5.0	4.4	4.6	
209	1.0	1.0	1.0	1.0	1.3	5.0	5.0	4.6	
210	1.0	1.0	1.0	1.0	1.3	5.0	5.0	4.5	
211	1.0	1.0	1.0	1.0	1.3	4.9	4.9	4.5	
212	1.0	1.0	1.0	1.0	1.3	4.9	4.9	4.5	
213	1.0	1.0	1.0	1.0	1.3	4.9	4.9	4.5	
214	1.0	1.0	1.0	1.0	1.3	5.0	4.9	4.4	
215	1.0	1.0	1.0	1.0	1.3	5.0	4.9	4.4	
216	1.0	1.0	1.0	1.0	1.3	4.9	4.8	5.0	
217	1.0	1.0	1.0	1.0	1.3	4.7	4.7	5.0	
218	1.0	1.0	1.0	1.0	1.3	4.7	4.7	4.9	
219	1.0	1.0	1.0	1.0	1.3	5.0	4.7	4.9	
220	1.0	1.0	1.0	1.0	1.3	5.0	4.7	4.8	
221	1.0	1.0	1.0	1.0	1.3	5.0	4.7	4.8	
222	1.0	1.0	1.0	1.0	1.3	4.9	4.6	4.8	
223	1.0	1.0	1.0	1.0	1.3	4.9	4.6	4.8	
224	1.0	1.0	1.0	1.0	1.3	4.9	4.6	4.8	
225	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.7	
226	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.7	
227	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.7	
228	1.0	1.0	1.0	1.0	1.3	4.9	5.0	4.7	
229	1.0	1.0	1.0	1.0	1.3	4.8	4.9	4.5	
230	1.0	1.0	1.0	1.0	1.3	4.8	4.8	4.5	
231	1.0	1.0	1.0	1.0	1.3	5.0	4.8	4.4	
232	1.0	1.0	1.0	1.0	1.3	5.0	4.8	4.4	
233	1.0	1.0	1.0	1.0	1.3	5.0	4.8	4.4	
234	1.0	1.0	1.0	1.0	1.3	4.9	4.7	4.4	
235	1.0	1.0	1.0	1.0	1.3	4.8	4.6	5.0	
236	1.0	1.0	1.0	1.0	1.3	5.0	4.6	5.0	
237	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.9	
238	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.9	
239	1.0	1.0	1.0	1.0	1.3	5.0	4.6	4.9	
240	1.0	1.0	1.0	1.0	1.3	4.9	4.5	4.9	
241	1.0	1.0	1.0	1.0	1.3	4.9	4.5	4.9	
242	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.8	
243	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.8	
244	1.0	1.0	1.0	1.0	1.3	5.0	4.5	4.8	
245	1.0	1.0	1.0	1.0	1.3	4.9	4.4	4.8	
246	1.0	1.0	1.0	1.0	1.3	4.9	4.4	4.8	
247	1.0	1.0	1.0	1.0	1.3	4.9	5.0	4.8	
248	1.0	1.0	1.0	1.0	1.3	5.0	5.0	4.6	
249	1.0	1.0	1.0	1.0	1.3	5.0	4.9	4.6	
250	1.0	1.0	1.0	1.0	1.3	5.0	4.9	4.6	
