STEP	C1	C2	C3	C4	C5	C6	C7	C8	
167	5.0	1.3	0.9	0.9	0.8	4.9	0.9	0.8	
168	5.0	1.3	0.9	0.9	0.8	4.8	0.9	0.8	
169	4.9	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
170	4.8	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
171	5.0	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
172	5.0	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
173	5.0	1.3	0.9	0.9	0.8	4.6	0.9	0.8	
174	4.9	1.3	0.9	0.9	0.8	4.6	0.9	0.8	
175	5.0	1.3	0.9	0.9	0.8	4.6	0.9	0.8	
176	5.0	1.3	0.9	0.9	0.8	4.5	0.9	0.8	
177	4.9	1.3	0.9	0.9	0.8	4.4	0.9	0.8	
178	4.9	1.3	0.9	0.9	0.8	4.4	0.9	0.8	
179	5.0	1.3	0.9	0.9	0.8	4.4	0.9	0.8	
180	5.0	1.3	0.9	0.9	0.8	4.4	0.9	0.8	
181	5.0	1.3	0.9	0.9	0.8	4.3	0.9	0.8	
182	4.9	1.3	0.9	0.9	0.8	4.3	0.9	0.8	
183	5.0	1.3	0.9	0.9	0.8	4.3	0.9	0.8	
184	5.0	1.3	0.9	0.9	0.8	4.3	0.9	0.8	
185	5.0	1.3	0.9	0.9	0.8	4.9	0.9	0.8	
186	4.9	1.3	0.9	0.9	0.8	4.9	0.9	0.8	
187	5.0	1.3	0.9	0.9	0.8	4.8	0.9	0.8	
188	4.9	1.3	0.9	0.9	0.8	4.8	0.9	0.8	
189	4.9	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
190	4.8	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
191	5.0	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
192	5.0	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
193	5.0	1.3	0.9	0.9	0.8	4.6	0.9	0.8	
194	4.9	1.3	0.9	0.9	0.8	4.6	0.9	0.8	
195	5.0	1.3	0.9	0.9	0.8	4.5	0.9	0.8	
196	5.0	1.3	0.9	0.9	0.8	4.5	0.9	0.8	
197	4.9	1.3	0.9	0.9	0.8	4.4	0.9	0.8	
198	4.9	1.3	0.9	0.9	0.8	4.4	0.9	0.8	
199	5.0	1.3	0.9	0.9	0.8	4.4	0.9	0.8	
200	4.9	1.3	0.9	0.9	0.8	4.4	0.9	0.8	
201	4.8	1.3	0.9	0.9	0.8	4.3	0.9	0.8	
202	4.8	1.3	0.9	0.9	0.8	4.3	0.9	0.8	
203	5.0	1.3	0.9	0.9	0.8	5.0	0.9	0.8	
204	5.0	1.3	0.9	0.9	0.8	5.0	0.9	0.8	
205	4.9	1.3	0.9	0.9	0.8	4.9	0.9	0.8	
206	4.8	1.3	0.9	0.9	0.8	4.8	0.9	0.8	
207	5.0	1.3	0.9	0.9	0.8	4.8	0.9	0.8	
208	5.0	1.3	0.9	0.9	0.8	4.8	0.9	0.8	
209	4.9	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
210	4.9	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
211	5.0	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
212	5.0	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
213	5.0	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
214	4.9	1.3	0.9	0.9	0.8	4.6	0.9	0.8	
215	5.0	1.3	0.9	0.9	0.8	4.6	0.9	0.8	
216	5.0	1.3	0.9	0.9	0.8	4.6	0.9	0.8	
217	5.0	1.3	0.9	0.9	0.8	4.6	0.9	0.8	
218	4.9	1.3	0.9	0.9	0.8	4.5	0.9	0.8	
219	4.8	1.3	0.9	0.9	0.8	4.5	0.9	0.8	
220	4.8	1.3	0.9	0.9	0.8	4.5	0.9	0.8	
221	4.8	1.3	0.9	0.9	0.8	4.5	0.9	0.8	
222	4.7	1.3	0.9	0.9	0.8	5.0	0.9	0.8	
223	5.0	1.3	0.9	0.9	0.8	5.0	0.9	0.8	
224	5.0	1.3	0.9	0.9	0.8	5.0	0.9	0.8	
225	4.9	1.3	0.9	0.9	0.8	4.9	0.9	0.8	
226	4.8	1.3	0.9	0.9	0.8	4.8	0.9	0.8	
227	5.0	1.3	0.9	0.9	0.8	4.8	0.9	0.8	
228	5.0	1.3	0.9	0.9	0.8	4.8	0.9	0.8	
229	5.0	1.3	0.9	0.9	0.8	4.8	0.9	0.8	
230	4.9	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
231	5.0	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
232	5.0	1.3	0.9	0.9	0.8	4.6	0.9	0.8	
233	5.0	1.3	0.9	0.9	0.8	4.6	0.9	0.8	
234	4.9	1.3	0.9	0.9	0.8	4.5	0.9	0.8	
235	4.9	1.3	0.9	0.9	0.8	4.5	0.9	0.8	
236	5.0	1.3	0.9	0.9	0.8	4.5	0.9	0.8	
237	5.0	1.3	0.9	0.9	0.8	4.5	0.9	0.8	
238	4.8	1.3	0.9	0.9	0.8	4.4	0.9	0.8	
239	4.8	1.3	0.9	0.9	0.8	4.4	0.9	0.8	
240	5.0	1.3	0.9	0.9	0.8	4.4	0.9	0.8	
241	5.0	1.3	0.9	0.9	0.8	5.0	0.9	0.8	
242	4.9	1.3	0.9	0.9	0.8	4.9	0.9	0.8	
243	4.9	1.3	0.9	0.9	0.8	4.9	0.9	0.8	
244	4.9	1.3	0.9	0.9	0.8	4.8	0.9	0.8	
245	4.9	1.3	0.9	0.9	0.8	4.8	0.9	0.8	
246	4.8	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
247	4.8	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
248	5.0	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
249	5.0	1.3	0.9	0.9	0.8	4.7	0.9	0.8	
250	4.9	1.3	0.9	0.9	0.8	4.6	0.9	0.8	
