STEP	C1	C2	C3	C4	C5	C6	C7	C8	
86	4.5	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
87	4.5	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
88	4.4	4.7	1.3	5.0	1.0	0.9	0.9	0.9	
89	4.4	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
90	4.4	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
91	4.4	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
92	4.4	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
93	4.4	4.5	1.3	4.9	1.0	0.9	0.9	0.9	
94	4.4	4.5	1.3	4.9	1.0	0.9	0.9	0.9	
95	5.0	4.4	1.3	4.8	1.0	0.9	0.9	0.9	
96	5.0	4.4	1.3	4.8	1.0	0.9	0.9	0.9	
97	5.0	4.4	1.3	4.8	1.0	0.9	0.9	0.9	
98	4.8	4.4	1.3	5.0	1.0	0.9	0.9	0.9	
99	4.8	4.4	1.3	5.0	1.0	0.9	0.9	0.9	
100	4.8	4.4	1.3	4.9	1.0	0.9	0.9	0.9	
101	4.8	4.4	1.3	4.9	1.0	0.9	0.9	0.9	
102	4.8	4.3	1.3	4.9	1.0	0.9	0.9	0.9	
103	4.8	4.3	1.3	4.9	1.0	0.9	0.9	0.9	
104	4.8	4.3	1.3	4.9	1.0	0.9	0.9	0.9	
105	4.7	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
106	4.7	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
107	4.7	5.0	1.3	5.0	1.0	0.9	0.9	0.9	
108	4.7	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
109	4.6	5.0	1.3	5.0	1.0	0.9	0.9	0.9	
110	4.6	5.0	1.3	5.0	1.0	0.9	0.9	0.9	
111	4.6	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
112	4.6	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
113	4.6	4.8	1.3	4.9	1.0	0.9	0.9	0.9	
114	5.0	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
115	5.0	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
116	4.9	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
117	4.9	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
118	4.9	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
119	4.9	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
120	4.8	4.7	1.3	5.0	1.0	0.9	0.9	0.9	
121	4.8	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
122	4.8	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
123	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
124	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
125	4.7	4.9	1.3	5.0	1.0	0.9	0.9	0.9	
126	4.7	4.9	1.3	5.0	1.0	0.9	0.9	0.9	
127	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
128	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
129	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
130	4.7	4.9	1.3	5.0	1.0	0.9	0.9	0.9	
131	4.6	4.8	1.3	5.0	1.0	0.9	0.9	0.9	
132	4.6	4.8	1.3	4.9	1.0	0.9	0.9	0.9	
133	5.0	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
134	5.0	4.6	1.3	4.8	1.0	0.9	0.9	0.9	
135	4.9	4.6	1.3	4.8	1.0	0.9	0.9	0.9	
136	4.9	4.6	1.3	4.8	1.0	0.9	0.9	0.9	
137	4.9	4.6	1.3	4.8	1.0	0.9	0.9	0.9	
138	4.9	4.6	1.3	4.8	1.0	0.9	0.9	0.9	
139	4.9	4.6	1.3	4.8	1.0	0.9	0.9	0.9	
140	4.9	4.6	1.3	4.8	1.0	0.9	0.9	0.9	
141	4.8	4.6	1.3	5.0	1.0	0.9	0.9	0.9	
142	4.7	5.0	1.3	5.0	1.0	0.9	0.9	0.9	
143	4.7	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
144	4.7	5.0	1.3	5.0	1.0	0.9	0.9	0.9	
145	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
146	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
147	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
148	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
149	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
150	4.7	4.8	1.3	4.9	1.0	0.9	0.9	0.9	
151	4.7	4.8	1.3	4.9	1.0	0.9	0.9	0.9	
152	4.9	4.7	1.3	5.0	1.0	0.9	0.9	0.9	
153	4.9	4.7	1.3	5.0	1.0	0.9	0.9	0.9	
154	4.8	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
155	4.8	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
156	4.8	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
157	4.8	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
158	4.8	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
159	4.8	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
160	4.8	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
161	4.7	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
162	4.7	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
163	4.6	5.0	1.3	5.0	1.0	0.9	0.9	0.9	
164	4.6	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
165	4.6	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
166	4.6	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
167	4.6	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
168	4.6	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
169	4.6	4.8	1.3	4.9	1.0	0.9	0.9	0.9	
170	5.0	4.8	1.3	4.8	1.0	0.9	0.9	0.9	
171	5.0	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
172	5.0	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
173	4.9	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
174	4.8	4.7	1.3	5.0	1.0	0.9	0.9	0.9	
175	4.8	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
176	4.8	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
177	4.8	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
178	4.8	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
179	4.8	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
180	4.7	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
181	4.7	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
182	4.7	5.0	1.3	5.0	1.0	0.9	0.9	0.9	
183	4.7	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
184	4.6	5.0	1.3	5.0	1.0	0.9	0.9	0.9	
185	4.6	5.0	1.3	5.0	1.0	0.9	0.9	0.9	
186	4.6	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
187	4.6	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
188	4.6	4.8	1.3	4.9	1.0	0.9	0.9	0.9	
189	5.0	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
190	5.0	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
191	5.0	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
192	4.9	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
193	4.9	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
194	4.9	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
195	4.8	4.7	1.3	5.0	1.0	0.9	0.9	0.9	
196	4.8	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
197	4.8	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
198	4.7	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
199	4.7	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
200	4.7	4.6	1.3	5.0	1.0	0.9	0.9	0.9	
201	4.7	4.6	1.3	5.0	1.0	0.9	0.9	0.9	
202	4.7	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
203	4.7	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
204	4.7	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
205	4.7	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
206	4.6	4.5	1.3	5.0	1.0	0.9	0.9	0.9	
207	4.6	4.5	1.3	4.9	1.0	0.9	0.9	0.9	
208	5.0	4.4	1.3	4.8	1.0	0.9	0.9	0.9	
209	5.0	4.3	1.3	4.8	1.0	0.9	0.9	0.9	
210	4.9	4.3	1.3	4.8	1.0	0.9	0.9	0.9	
211	4.9	4.3	1.3	4.8	1.0	0.9	0.9	0.9	
212	4.9	4.3	1.3	4.8	1.0	0.9	0.9	0.9	
213	4.9	4.3	1.3	4.8	1.0	0.9	0.9	0.9	
214	4.9	4.3	1.3	4.8	1.0	0.9	0.9	0.9	
215	4.9	4.3	1.3	4.8	1.0	0.9	0.9	0.9	
216	4.9	4.3	1.3	4.8	1.0	0.9	0.9	0.9	
217	4.7	5.0	1.3	5.0	1.0	0.9	0.9	0.9	
218	4.7	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
219	4.7	5.0	1.3	5.0	1.0	0.9	0.9	0.9	
220	4.7	4.9	1.3	5.0	1.0	0.9	0.9	0.9	
221	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
222	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
223	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
224	4.7	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
225	4.7	4.8	1.3	4.9	1.0	0.9	0.9	0.9	
226	4.7	4.8	1.3	4.9	1.0	0.9	0.9	0.9	
227	4.9	4.7	1.3	5.0	1.0	0.9	0.9	0.9	
228	4.9	4.7	1.3	5.0	1.0	0.9	0.9	0.9	
229	4.8	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
230	4.8	4.7	1.3	4.9	1.0	0.9	0.9	0.9	
231	4.8	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
232	4.8	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
233	4.8	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
234	4.8	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
235	4.8	4.6	1.3	4.9	1.0	0.9	0.9	0.9	
236	4.7	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
237	4.7	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
238	4.6	5.0	1.3	5.0	1.0	0.9	0.9	0.9	
239	4.6	5.0	1.3	5.0	1.0	0.9	0.9	0.9	
240	4.6	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
241	4.6	5.0	1.3	4.9	1.0	0.9	0.9	0.9	
242	4.6	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
243	4.6	4.9	1.3	4.9	1.0	0.9	0.9	0.9	
244	4.6	4.8	1.3	4.9	1.0	0.9	0.9	0.9	
245	4.6	4.8	1.3	4.9	1.0	0.9	0.9	0.9	
246	5.0	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
247	5.0	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
248	4.9	4.7	1.3	4.8	1.0	0.9	0.9	0.9	
249	4.8	4.7	1.3	5.0	1.0	0.9	0.9	0.9	
250	4.8	4.7	1.3	5.0	1.0	0.9	0.9	0.9	
