STEP	C1	C2	C3	C4	C5	C6	C7	C8	
39	0.9	0.9	0.9	4.8	2.0	0.9	1.3	4.8	
40	0.9	0.9	0.9	4.9	2.0	0.9	1.3	4.8	
41	0.9	0.9	0.9	4.9	2.0	0.9	1.3	4.8	
42	0.9	0.9	0.9	4.9	1.9	0.9	1.3	4.7	
43	0.9	0.9	0.9	4.9	1.9	0.9	1.3	4.7	
44	0.9	0.9	0.9	4.8	2.9	0.9	1.3	4.6	
45	0.9	0.9	0.9	4.8	2.9	0.9	1.3	4.6	
46	0.9	0.9	0.9	4.8	2.7	0.9	1.3	4.5	
47	0.9	0.9	0.9	4.8	2.7	0.9	1.3	4.5	
48	0.9	0.9	0.9	4.8	2.6	0.9	1.3	5.0	
49	0.9	0.9	0.9	4.8	2.6	0.9	1.3	5.0	
50	0.9	0.9	0.9	4.7	2.6	0.9	1.3	4.9	
51	0.9	0.9	0.9	5.0	2.5	0.9	1.3	4.8	
52	0.9	0.9	0.9	5.0	2.5	0.9	1.3	4.8	
53	0.9	0.9	0.9	4.9	2.4	0.9	1.3	4.8	
54	0.9	0.9	0.9	4.9	2.4	0.9	1.3	4.8	
55	0.9	0.9	0.9	4.9	2.4	0.9	1.3	5.0	
56	0.9	0.9	0.9	4.8	2.4	0.9	1.3	5.0	
57	0.9	0.9	0.9	4.8	2.3	0.9	1.3	4.8	
58	0.9	0.9	0.9	4.8	2.3	0.9	1.3	4.8	
59	0.9	0.9	0.9	4.8	2.2	0.9	1.3	5.0	
60	0.9	0.9	0.9	4.7	2.2	0.9	1.3	5.0	
61	0.9	0.9	0.9	5.0	2.1	0.9	1.3	4.9	
62	0.9	0.9	0.9	5.0	2.1	0.9	1.3	4.9	
63	0.9	0.9	0.9	4.9	3.1	0.9	1.3	4.8	
64	0.9	0.9	0.9	4.8	3.1	0.9	1.3	4.8	
65	0.9	0.9	0.9	4.8	3.0	0.9	1.3	4.8	
66	0.9	0.9	0.9	4.8	3.0	0.9	1.3	4.8	
67	0.9	0.9	0.9	4.8	3.0	0.9	1.3	4.8	
68	0.9	0.9	0.9	4.8	2.9	0.9	1.3	4.7	
69	0.9	0.9	0.9	4.7	2.9	0.9	1.3	4.7	
70	0.9	0.9	0.9	4.7	2.7	0.9	1.3	4.9	
71	0.9	0.9	0.9	5.0	2.7	0.9	1.3	4.9	
72	0.9	0.9	0.9	4.8	2.6	0.9	1.3	4.7	
73	0.9	0.9	0.9	5.0	2.6	0.9	1.3	4.7	
74	0.9	0.9	0.9	5.0	2.6	0.9	1.3	4.7	
75	0.9	0.9	0.9	4.9	2.6	0.9	1.3	4.7	
76	0.9	0.9	0.9	4.9	2.6	0.9	1.3	4.7	
77	0.9	0.9	0.9	4.9	2.6	0.9	1.3	4.7	
78	0.9	0.9	0.9	4.9	2.6	0.9	1.3	4.7	
79	0.9	0.9	0.9	4.9	2.5	0.9	1.3	4.6	
80	0.9	0.9	0.9	5.0	2.4	0.9	1.3	5.0	
81	0.9	0.9	0.9	4.9	2.4	0.9	1.3	5.0	
82	0.9	0.9	0.9	4.9	3.4	0.9	1.3	4.9	
83	0.9	0.9	0.9	4.8	3.4	0.9	1.3	4.8	
84	0.9	0.9	0.9	5.0	3.3	0.9	1.3	4.8	
85	0.9	0.9	0.9	5.0	3.3	0.9	1.3	4.8	
86	0.9	0.9	0.9	4.9	3.3	0.9	1.3	4.8	
87	0.9	0.9	0.9	4.9	3.3	0.9	1.3	4.8	
88	0.9	0.9	0.9	4.8	3.3	0.9	1.3	4.8	
89	0.9	0.9	0.9	5.0	3.2	0.9	1.3	4.7	
90	0.9	0.9	0.9	5.0	3.2	0.9	1.3	4.7	
91	0.9	0.9	0.9	5.0	3.1	0.9	1.3	4.9	
92	0.9	0.9	0.9	5.0	3.1	0.9	1.3	4.9	
93	0.9	0.9	0.9	4.9	3.1	0.9	1.3	4.8	
94	0.9	0.9	0.9	5.0	3.1	0.9	1.3	4.8	
95	0.9	0.9	0.9	5.0	3.1	0.9	1.3	4.8	
96	0.9	0.9	0.9	5.0	3.1	0.9	1.3	4.8	
97	0.9	0.9	0.9	4.8	3.1	0.9	1.3	4.8	
98	0.9	0.9	0.9	5.0	3.1	0.9	1.3	4.8	
99	0.9	0.9	0.9	5.0	3.0	0.9	1.3	4.7	
100	0.9	0.9	0.9	4.9	2.9	0.9	1.3	4.6	
101	0.9	0.9	0.9	4.9	3.9	0.9	1.3	4.5	
102	0.9	0.9	0.9	4.9	3.8	0.9	1.3	5.0	
103	0.9	0.9	0.9	4.8	3.7	0.9	1.3	5.0	
104	0.9	0.9	0.9	4.7	3.7	0.9	1.3	4.9	
105	0.9	0.9	0.9	5.0	3.7	0.9	1.3	4.9	
106	0.9	0.9	0.9	5.0	3.7	0.9	1.3	4.9	
107	0.9	0.9	0.9	5.0	3.7	0.9	1.3	4.9	
108	0.9	0.9	0.9	5.0	3.6	0.9	1.3	4.8	
109	0.9	0.9	0.9	5.0	3.6	0.9	1.3	4.8	
110	0.9	0.9	0.9	5.0	3.5	0.9	1.3	4.7	
111	0.9	0.9	0.9	5.0	3.4	0.9	1.3	4.6	
112	0.9	0.9	0.9	4.9	3.4	0.9	1.3	4.6	
113	0.9	0.9	0.9	4.9	3.3	0.9	1.3	5.0	
114	0.9	0.9	0.9	4.9	3.3	0.9	1.3	5.0	
115	0.9	0.9	0.9	4.8	3.3	0.9	1.3	4.9	
116	0.9	0.9	0.9	4.7	3.3	0.9	1.3	4.9	
117	0.9	0.9	0.9	5.0	3.3	0.9	1.3	4.9	
118	0.9	0.9	0.9	4.9	3.2	0.9	1.3	4.8	
119	0.9	0.9	0.9	4.8	3.2	0.9	1.3	4.8	
120	0.9	0.9	0.9	4.8	4.2	0.9	1.3	4.7	
121	0.9	0.9	0.9	4.8	4.2	0.9	1.3	4.7	
122	0.9	0.9	0.9	4.8	4.1	0.9	1.3	4.6	
123	0.9	0.9	0.9	4.8	4.1	0.9	1.3	5.0	
124	0.9	0.9	0.9	4.8	4.0	0.9	1.3	5.0	
125	0.9	0.9	0.9	4.8	4.0	0.9	1.3	5.0	
126	0.9	0.9	0.9	4.7	4.0	0.9	1.3	4.9	
127	0.9	0.9	0.9	5.0	3.9	0.9	1.3	4.8	
128	0.9	0.9	0.9	5.0	3.9	0.9	1.3	4.8	
129	0.9	0.9	0.9	4.9	3.8	0.9	1.3	4.7	
130	0.9	0.9	0.9	4.9	3.8	0.9	1.3	4.7	
131	0.9	0.9	0.9	4.8	3.8	0.9	1.3	4.7	
132	0.9	0.9	0.9	4.8	3.7	0.9	1.3	4.6	
133	0.9	0.9	0.9	4.8	3.7	0.9	1.3	4.6	
134	0.9	0.9	0.9	4.8	3.6	0.9	1.3	5.0	
135	0.9	0.9	0.9	4.7	3.6	0.9	1.3	5.0	
136	0.9	0.9	0.9	4.9	3.6	0.9	1.3	4.9	
137	0.9	0.9	0.9	5.0	3.5	0.9	1.3	4.8	
138	0.9	0.9	0.9	4.9	4.5	0.9	1.3	4.8	
139	0.9	0.9	0.9	4.9	4.5	0.9	1.3	4.7	
140	0.9	0.9	0.9	4.8	4.5	0.9	1.3	4.7	
141	0.9	0.9	0.9	4.8	4.4	0.9	1.3	4.7	
142	0.9	0.9	0.9	4.8	4.4	0.9	1.3	4.7	
143	0.9	0.9	0.9	4.8	4.3	0.9	1.3	4.6	
144	0.9	0.9	0.9	4.8	4.3	0.9	1.3	4.6	
145	0.9	0.9	0.9	4.7	4.1	0.9	1.3	4.9	
146	0.9	0.9	0.9	5.0	4.1	0.9	1.3	4.9	
147	0.9	0.9	0.9	4.9	4.1	0.9	1.3	4.8	
148	0.9	0.9	0.9	5.0	4.0	0.9	1.3	4.7	
149	0.9	0.9	0.9	5.0	4.0	0.9	1.3	4.7	
150	0.9	0.9	0.9	4.9	4.0	0.9	1.3	4.7	
151	0.9	0.9	0.9	4.9	4.0	0.9	1.3	4.7	
152	0.9	0.9	0.9	4.9	4.0	0.9	1.3	4.7	
153	0.9	0.9	0.9	4.9	4.0	0.9	1.3	4.7	
154	0.9	0.9	0.9	4.8	3.9	0.9	1.3	4.6	
155	0.9	0.9	0.9	5.0	3.9	0.9	1.3	4.6	
156	0.9	0.9	0.9	5.0	3.8	0.9	1.3	5.0	
157	0.9	0.9	0.9	4.9	4.8	0.9	1.3	5.0	
158	0.9	0.9	0.9	4.8	4.8	0.9	1.3	4.9	
159	0.9	0.9	0.9	5.0	4.8	0.9	1.3	4.9	
160	0.9	0.9	0.9	5.0	4.7	0.9	1.3	4.9	
161	0.9	0.9	0.9	4.9	4.7	0.9	1.3	4.9	
162	0.9	0.9	0.9	4.9	4.7	0.9	1.3	4.9	
163	0.9	0.9	0.9	4.9	4.7	0.9	1.3	4.9	
164	0.9	0.9	0.9	4.8	4.7	0.9	1.3	4.9	
165	0.9	0.9	0.9	5.0	4.6	0.9	1.3	4.8	
166	0.9	0.9	0.9	5.0	4.6	0.9	1.3	5.0	
167	0.9	0.9	0.9	5.0	4.5	0.9	1.3	4.9	
168	0.9	0.9	0.9	4.9	4.5	0.9	1.3	4.9	
169	0.9	0.9	0.9	4.8	4.5	0.9	1.3	4.8	
170	0.9	0.9	0.9	5.0	4.5	0.9	1.3	4.8	
171	0.9	0.9	0.9	5.0	4.5	0.9	1.3	4.8	
172	0.9	0.9	0.9	4.9	4.5	0.9	1.3	4.8	
173	0.9	0.9	0.9	4.8	4.5	0.9	1.3	4.8	
174	0.9	0.9	0.9	5.0	4.4	0.9	1.3	4.7	
175	0.9	0.9	0.9	4.9	4.3	0.9	1.3	4.6	
176	0.9	0.9	0.9	4.9	5.0	0.9	1.3	4.5	
177	0.9	0.9	0.9	4.9	4.9	0.9	1.3	5.0	
178	0.9	0.9	0.9	4.9	4.8	0.9	1.3	5.0	
179	0.9	0.9	0.9	4.8	4.8	0.9	1.3	4.9	
180	0.9	0.9	0.9	5.0	4.8	0.9	1.3	4.9	
181	0.9	0.9	0.9	5.0	4.8	0.9	1.3	4.9	
182	0.9	0.9	0.9	4.9	4.8	0.9	1.3	4.9	
183	0.9	0.9	0.9	5.0	4.7	0.9	1.3	4.8	
184	0.9	0.9	0.9	5.0	4.7	0.9	1.3	4.8	
185	0.9	0.9	0.9	5.0	4.6	0.9	1.3	4.7	
186	0.9	0.9	0.9	5.0	4.5	0.9	1.3	4.6	
187	0.9	0.9	0.9	5.0	4.5	0.9	1.3	4.6	
188	0.9	0.9	0.9	4.9	4.4	0.9	1.3	5.0	
189	0.9	0.9	0.9	4.9	4.4	0.9	1.3	5.0	
190	0.9	0.9	0.9	4.8	4.4	0.9	1.3	4.9	
191	0.9	0.9	0.9	4.9	4.4	0.9	1.3	4.9	
192	0.9	0.9	0.9	5.0	4.4	0.9	1.3	4.9	
193	0.9	0.9	0.9	4.9	4.3	0.9	1.3	4.8	
194	0.9	0.9	0.9	4.8	4.3	0.9	1.3	4.8	
195	0.9	0.9	0.9	4.8	5.0	0.9	1.3	4.7	
196	0.9	0.9	0.9	4.8	4.9	0.9	1.3	4.6	
197	0.9	0.9	0.9	4.8	4.8	0.9	1.3	4.6	
198	0.9	0.9	0.9	4.8	4.8	0.9	1.3	5.0	
199	0.9	0.9	0.9	4.8	4.7	0.9	1.3	5.0	
200	0.9	0.9	0.9	4.7	4.7	0.9	1.3	5.0	
201	0.9	0.9	0.9	4.6	4.7	0.9	1.3	4.9	
202	0.9	0.9	0.9	5.0	4.6	0.9	1.3	4.8	
203	0.9	0.9	0.9	5.0	4.6	0.9	1.3	4.8	
204	0.9	0.9	0.9	4.9	4.5	0.9	1.3	4.7	
205	0.9	0.9	0.9	4.9	4.5	0.9	1.3	4.7	
206	0.9	0.9	0.9	4.8	4.5	0.9	1.3	4.7	
207	0.9	0.9	0.9	4.8	4.4	0.9	1.3	4.6	
208	0.9	0.9	0.9	4.8	4.4	0.9	1.3	4.6	
209	0.9	0.9	0.9	4.8	4.3	0.9	1.3	5.0	
210	0.9	0.9	0.9	4.7	4.3	0.9	1.3	5.0	
211	0.9	0.9	0.9	4.9	4.2	0.9	1.3	4.9	
212	0.9	0.9	0.9	4.9	4.2	0.9	1.3	4.8	
213	0.9	0.9	0.9	4.9	4.2	0.9	1.3	4.8	
214	0.9	0.9	0.9	4.9	5.0	0.9	1.3	4.7	
215	0.9	0.9	0.9	4.8	5.0	0.9	1.3	4.7	
216	0.9	0.9	0.9	4.8	4.9	0.9	1.3	4.7	
217	0.9	0.9	0.9	4.8	4.9	0.9	1.3	4.7	
218	0.9	0.9	0.9	4.8	4.8	0.9	1.3	4.6	
219	0.9	0.9	0.9	4.8	4.8	0.9	1.3	4.6	
220	0.9	0.9	0.9	4.7	4.7	0.9	1.3	5.0	
221	0.9	0.9	0.9	5.0	4.6	0.9	1.3	4.9	
222	0.9	0.9	0.9	4.9	4.6	0.9	1.3	4.8	
223	0.9	0.9	0.9	5.0	4.5	0.9	1.3	4.7	
224	0.9	0.9	0.9	5.0	4.5	0.9	1.3	4.7	
225	0.9	0.9	0.9	4.9	4.5	0.9	1.3	4.7	
226	0.9	0.9	0.9	4.8	4.5	0.9	1.3	4.7	
227	0.9	0.9	0.9	4.8	4.5	0.9	1.3	4.7	
228	0.9	0.9	0.9	4.8	4.5	0.9	1.3	4.7	
229	0.9	0.9	0.9	4.7	4.4	0.9	1.3	4.6	
230	0.9	0.9	0.9	5.0	4.3	0.9	1.3	4.5	
231	0.9	0.9	0.9	5.0	4.2	0.9	1.3	5.0	
232	0.9	0.9	0.9	4.9	5.0	0.9	1.3	4.9	
233	0.9	0.9	0.9	4.8	5.0	0.9	1.3	4.8	
234	0.9	0.9	0.9	5.0	5.0	0.9	1.3	4.8	
235	0.9	0.9	0.9	4.9	4.9	0.9	1.3	4.8	
236	0.9	0.9	0.9	4.9	4.9	0.9	1.3	4.8	
237	0.9	0.9	0.9	4.8	4.9	0.9	1.3	4.8	
238	0.9	0.9	0.9	4.8	4.9	0.9	1.3	4.8	
239	0.9	0.9	0.9	4.8	4.9	0.9	1.3	4.8	
240	0.9	0.9	0.9	5.0	4.8	0.9	1.3	4.7	
241	0.9	0.9	0.9	5.0	4.8	0.9	1.3	4.7	
242	0.9	0.9	0.9	5.0	4.6	0.9	1.3	4.9	
243	0.9	0.9	0.9	5.0	4.6	0.9	1.3	4.9	
244	0.9	0.9	0.9	4.8	4.6	0.9	1.3	4.8	
245	0.9	0.9	0.9	5.0	4.6	0.9	1.3	4.8	
246	0.9	0.9	0.9	5.0	4.6	0.9	1.3	4.8	
247	0.9	0.9	0.9	4.9	4.6	0.9	1.3	4.8	
248	0.9	0.9	0.9	4.8	4.6	0.9	1.3	4.8	
249	0.9	0.9	0.9	5.0	4.5	0.9	1.3	4.8	
250	0.9	0.9	0.9	5.0	4.4	0.9	1.3	4.7	
